ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC;
"25";"1744";"1744";"Clubiona juvenis Simon, 1878";"Simon, 1878";"";"";"ES";"Clubionidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"233538";"233538";"Dismodicus elevatus (C.L. Koch, 1838)";"(C.L. Koch, 1838)";"";"";"ES";"Linyphiidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"1449";"1449";"Erigone longipalpis (Sundevall, 1830)";"(Sundevall, 1830)";"";"";"ES";"Linyphiidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"233222";"233222";"Hypsosinga heri (Hahn, 1831)";"(Hahn, 1831)";"";"";"ES";"Araneidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"233604";"233604";"Kaestneria dorsalis (Wider, 1834)";"(Wider, 1834)";"";"";"ES";"Linyphiidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"233667";"233667";"Microlinyphia impigra (O. Pickard-Cambridge, 1871)";"(O. Pickard-Cambridge, 1871)";"";"";"ES";"Linyphiidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"1709";"1709";"Micrommata virescens (Clerck, 1757)";"(Clerck, 1758)";"Micrommate émeraude";"";"ES";"Sparassidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"1526";"1526";"Pachygnatha listeri Sundevall, 1830";"Sundevall, 1830";"";"";"ES";"Tetragnathidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"930";"930";"Pirata piscatorius (Clerck, 1757)";"(Clerck, 1758)";"";"";"ES";"Lycosidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"836838";"836838";"Rhysodromus fallax (Sundevall, 1832)";"(Sundevall, 1832)";"";"";"ES";"Philodromidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"1357";"1357";"Silometopus elegans (O. Pickard-Cambridge, 1873)";"(O. Pickard-Cambridge, 1873)";"";"";"ES";"Linyphiidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"234119";"234119";"Steatoda albomaculata (De Geer, 1778)";"(De Geer, 1778)";"";"";"ES";"Theridiidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"836053";"836053";"Styloctetor compar (Westring, 1861)";"(Westring, 1861)";"";"";"ES";"Linyphiidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"233767";"233767";"Tallusia experta (O. Pickard-Cambridge, 1871)";"(O. Pickard-Cambridge, 1871)";"";"";"ES";"Linyphiidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"233844";"233844";"Walckenaeria monoceros (Wider, 1834)";"(Wider, 1834)";"";"";"ES";"Linyphiidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"25";"1650";"1650";"Xysticus sabulosus (Hahn, 1832)";"(Hahn, 1832)";"";"";"ES";"Thomisidae";"";"";"EN";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"233457";"233457";"Agyneta subtilis (O. Pickard-Cambridge, 1863)";"(O. Pickard-Cambridge, 1863)";"";"";"ES";"Linyphiidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"233856";"233856";"Apostenus fuscus Westring, 1851";"Westring, 1851";"";"";"ES";"Liocranidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"1595";"1595";"Araneus angulatus Clerck, 1758";"Clerck, 1758";"Épeire angulaire";"";"ES";"Araneidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"886";"886";"Atypus affinis Eichwald, 1830";"Eichwald, 1830";"Mygales à chaussette";"";"ES";"Atypidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"457365";"457365";"Clubiona stagnatilis Kulczynski in Chyzer & 1897";"Kulczyński in Chyzer & Kulczyński, 1897";"";"";"ES";"Clubionidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"233540";"233540";"Donacochara speciosa (Thorell, 1875)";"(Thorell, 1875)";"";"";"ES";"Linyphiidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"1564";"1564";"Gibbaranea bituberculata (Walckenaer, 1802)";"(Walckenaer, 1802)";"Épeire à bosses";"";"ES";"Araneidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"233170";"233170";"Histopona torpida (C.L. Koch, 1837)";"(C.L. Koch, 1837)";"";"";"ES";"Agelenidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"233594";"233594";"Hypomma fulvum (Bösenberg, 1902)";"(Bösenberg, 1902)";"";"";"ES";"Linyphiidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"778564";"778564";"Inermocoelotes inermis (L. Koch, 1855)";"(L. Koch, 1855)";"";"";"ES";"Agelenidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"233632";"233632";"Lophomma punctatum (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Linyphiidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"2074";"2074";"Marpissa radiata (Grube, 1859)";"(Grube, 1859)";"";"";"ES";"Salticidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"457405";"457405";"Mendoza canestrinii (Ninni, 1868)";"(Ninni, 1868)";"";"";"ES";"Salticidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"1571";"1571";"Neoscona adianta (Walckenaer, 1802)";"(Walckenaer, 1802)";"Épeires fougères";"";"ES";"Araneidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"233891";"233891";"Pirata tenuitarsis Simon, 1876";"Simon, 1876";"";"";"ES";"Lycosidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"234117";"234117";"Rugathodes instabilis (O. Pickard-Cambridge, 1871)";"(O. Pickard-Cambridge, 1871)";"";"";"ES";"Theridiidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"2065";"2065";"Salticus zebraneus (C.L. Koch, 1837)";"(C.L. Koch, 1837)";"";"";"ES";"Salticidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"1356";"1356";"Silometopus ambiguus (O. Pickard-Cambridge, 1906)";"(O. Pickard-Cambridge, 1906)";"";"";"ES";"Linyphiidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"30";"233778";"233778";"Taranucnus setosus (O. Pickard-Cambridge, 1863)";"(O. Pickard-Cambridge, 1863)";"";"";"ES";"Linyphiidae";"";"";"VU";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"1777";"1777";"Agroeca inopina O. Pickard-Cambridge, 1886";"O. Pickard-Cambridge, 1886";"";"";"ES";"Liocranidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"2031";"2031";"Attulus saltator (O. Pickard-Cambridge, 1868)";"(O. Pickard-Cambridge in Simon, 1869)";"";"";"ES";"Salticidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"233473";"233473";"Baryphyma trifrons (O. Pickard-Cambridge, 1863)";"(O. Pickard-Cambridge, 1863)";"";"";"ES";"Linyphiidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"233529";"233529";"Diplocephalus latifrons (O. Pickard-Cambridge, 1863)";"(O. Pickard-Cambridge, 1863)";"";"";"ES";"Linyphiidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"233562";"233562";"Erigonella hiemalis (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Linyphiidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"233980";"233980";"Euophrys herbigrada (Simon, 1871)";"(Simon, 1871)";"";"";"ES";"Salticidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"1184";"1184";"Haplodrassus dalmatensis (L. Koch, 1866)";"(L. Koch, 1866)";"";"";"ES";"Gnaphosidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"233605";"233605";"Kaestneria pullata (O. Pickard-Cambridge, 1863)";"(O. Pickard-Cambridge, 1863)";"";"";"ES";"Linyphiidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"1082";"1082";"Lathys stigmatisata (Menge, 1869)";"(Menge, 1869)";"";"";"ES";"Dictynidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"2075";"2075";"Marpissa nivoyi (Lucas, 1846)";"(Lucas, 1846)";"";"";"ES";"Salticidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"233666";"233666";"Microctenonyx subitaneus (O. Pickard-Cambridge, 1875)";"(O. Pickard-Cambridge, 1875)";"";"";"ES";"Linyphiidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"233674";"233674";"Monocephalus castaneipes (Simon, 1884)";"(Simon, 1884)";"";"";"ES";"Linyphiidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"233685";"233685";"Neriene emphana (Walckenaer, 1841)";"(Walckenaer, 1841)";"";"";"ES";"Linyphiidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"233736";"233736";"Poeciloneta variegata (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Linyphiidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"234056";"234056";"Talavera petrensis (C.L. Koch, 1837)";"(C.L. Koch, 1837)";"";"";"ES";"Salticidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"1843";"1843";"Tegenaria domestica (Clerck, 1758)";"(Clerck, 1758)";"";"";"ES";"Agelenidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"457386";"457386";"Thanatus arenarius L. Koch in Thorell,";"L. Koch in Thorell, 1872";"Thanate des sables";"";"ES";"Philodromidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"1701";"1701";"Tibellus maritimus (Menge, 1875)";"(Menge, 1875)";"";"";"ES";"Philodromidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"233846";"233846";"Walckenaeria nudipalpis (Westring, 1851)";"(Westring, 1851)";"";"";"ES";"Linyphiidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"234176";"234176";"Xysticus kempeleni Thorell, 1872";"Thorell, 1872";"";"";"ES";"Thomisidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"1664";"1664";"Xysticus luctuosus (Blackwall, 1836)";"(Blackwall, 1836)";"";"";"ES";"Thomisidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"35";"457393";"457393";"Xysticus ninnii Thorell, 1872";"Thorell, 1872";"";"";"ES";"Thomisidae";"";"";"NT";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"2018";"2018";"Aelurillus v-insignitus (Clerck, 1757)";"(Clerck, 1758)";"Saltique marqué";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1556";"1556";"Agalenatea redii (Scopoli, 1763)";"(Scopoli, 1763)";"Épeire de velours";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233169";"233169";"Agelena labyrinthica (Clerck, 1758)";"(Clerck, 1758)";"Agélène à labyrinthe";"";"ES";"Agelenidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
